OBJECTID,VALUE,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_32,VALUE_41,VALUE_42,VALUE_43,VALUE_46,VALUE_51,VALUE_52,VALUE_53,VALUE_64,VALUE_111,VALUE_112,VALUE_113,VALUE_121,VALUE_122,VALUE_123
1,11,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,2000000.000000000000000,3000000.000000000000000,58000000.000000000000000,721000000.000000000000000,0.000000000000000,0.000000000000000,48000000.000000000000000
2,12,39000000.000000000000000,6000000.000000000000000,9000000.000000000000000,0.000000000000000,20000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,11000000.000000000000000,9000000.000000000000000,10000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15000000.000000000000000,212000000.000000000000000,191000000.000000000000000,1323000000.000000000000000,6226000000.000000000000000
3,21,24502000000.000000000000000,188000000.000000000000000,29000000.000000000000000,18000000.000000000000000,47000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,5000000.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,3000000.000000000000000,9000000.000000000000000,66000000.000000000000000,242000000.000000000000000,376000000.000000000000000
4,22,18000000.000000000000000,569000000.000000000000000,1000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,4000000.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,13000000.000000000000000,3000000.000000000000000,54000000.000000000000000,187000000.000000000000000
5,23,14000000.000000000000000,0.000000000000000,130000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,10000000.000000000000000
6,24,80000000.000000000000000,0.000000000000000,0.000000000000000,50000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000
7,31,284000000.000000000000000,5000000.000000000000000,3000000.000000000000000,0.000000000000000,704000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,4000000.000000000000000,1000000.000000000000000,0.000000000000000,4000000.000000000000000,0.000000000000000,5000000.000000000000000,0.000000000000000,19000000.000000000000000,38000000.000000000000000,13000000.000000000000000,74000000.000000000000000,108000000.000000000000000
8,32,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,181000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,17000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,3000000.000000000000000
9,41,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,90000000.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
10,42,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
11,43,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,257000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
12,46,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,72000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000
13,51,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,94000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
14,52,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,396000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
15,53,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
16,64,4000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,6000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,612000000.000000000000000,0.000000000000000,2000000.000000000000000,10000000.000000000000000,0.000000000000000,4000000.000000000000000,9000000.000000000000000
