OBJECTID,VALUE,VALUE_21,VALUE_22,VALUE_31,VALUE_32,VALUE_33,VALUE_41,VALUE_42,VALUE_43,VALUE_44,VALUE_46,VALUE_61,VALUE_62,VALUE_63,VALUE_64,VALUE_65,VALUE_66,VALUE_67
1,21,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
2,22,0.000000000000000,141000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
3,31,0.000000000000000,0.000000000000000,127963000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
4,32,0.000000000000000,0.000000000000000,3000000.000000000000000,202979000000.000000000000000,252000000.000000000000000,0.000000000000000,223000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,35000000.000000000000000,32000000.000000000000000,0.000000000000000,77000000.000000000000000,0.000000000000000
5,33,0.000000000000000,0.000000000000000,211000000.000000000000000,537000000.000000000000000,198373000000.000000000000000,0.000000000000000,29000000.000000000000000,1000000.000000000000000,0.000000000000000,272000000.000000000000000,17000000.000000000000000,9000000.000000000000000,17000000.000000000000000,3000000.000000000000000,0.000000000000000,29000000.000000000000000,0.000000000000000
6,41,0.000000000000000,0.000000000000000,11000000.000000000000000,5000000.000000000000000,11000000.000000000000000,208000000.000000000000000,11000000.000000000000000,0.000000000000000,0.000000000000000,10000000.000000000000000,3000000.000000000000000,0.000000000000000,7000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
7,42,0.000000000000000,0.000000000000000,142000000.000000000000000,184000000.000000000000000,142000000.000000000000000,0.000000000000000,26632000000.000000000000000,0.000000000000000,0.000000000000000,47000000.000000000000000,27000000.000000000000000,27000000.000000000000000,242000000.000000000000000,71000000.000000000000000,17000000.000000000000000,140000000.000000000000000,5000000.000000000000000
8,43,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,57000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
9,44,0.000000000000000,0.000000000000000,57000000.000000000000000,23000000.000000000000000,33000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6863000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3208000000.000000000000000,3000000.000000000000000
10,46,0.000000000000000,0.000000000000000,55000000.000000000000000,86000000.000000000000000,9000000.000000000000000,0.000000000000000,27000000.000000000000000,0.000000000000000,0.000000000000000,3749000000.000000000000000,0.000000000000000,7000000.000000000000000,36000000.000000000000000,118000000.000000000000000,0.000000000000000,45000000.000000000000000,0.000000000000000
11,61,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2439000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
12,62,0.000000000000000,0.000000000000000,28000000.000000000000000,11000000.000000000000000,531000000.000000000000000,0.000000000000000,10000000.000000000000000,0.000000000000000,0.000000000000000,19000000.000000000000000,0.000000000000000,21921000000.000000000000000,66000000.000000000000000,2000000.000000000000000,0.000000000000000,912000000.000000000000000,2000000.000000000000000
13,63,0.000000000000000,0.000000000000000,12000000.000000000000000,29000000.000000000000000,54000000.000000000000000,0.000000000000000,222000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,1000000.000000000000000,2000000.000000000000000,15532000000.000000000000000,163000000.000000000000000,2000000.000000000000000,9000000.000000000000000,1000000.000000000000000
14,64,0.000000000000000,0.000000000000000,33000000.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,6000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,1000000.000000000000000,1000000.000000000000000,899000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
15,65,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4000000.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,322000000.000000000000000,0.000000000000000,0.000000000000000
16,66,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,34000000.000000000000000,0.000000000000000,67000000.000000000000000,25000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,67254000000.000000000000000,0.000000000000000
17,67,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,18805000000.000000000000000
