OBJECTID,VALUE,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_32,VALUE_41,VALUE_42,VALUE_43,VALUE_46,VALUE_51,VALUE_52,VALUE_53,VALUE_63,VALUE_64,VALUE_65,VALUE_66,VALUE_112,VALUE_113,VALUE_121,VALUE_122,VALUE_123
1,11,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,4000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,6000000.000000000000000,1143000000.000000000000000,0.000000000000000,0.000000000000000,73000000.000000000000000
2,12,14000000.000000000000000,4000000.000000000000000,1000000.000000000000000,0.000000000000000,10000000.000000000000000,2000000.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,3000000.000000000000000,15000000.000000000000000,14000000.000000000000000,12000000.000000000000000,0.000000000000000,19000000.000000000000000,0.000000000000000,0.000000000000000,7000000.000000000000000,395000000.000000000000000,6000000.000000000000000,373000000.000000000000000,5777000000.000000000000000
3,21,23200000000.000000000000000,753000000.000000000000000,184000000.000000000000000,33000000.000000000000000,33000000.000000000000000,125000000.000000000000000,0.000000000000000,0.000000000000000,6000000.000000000000000,0.000000000000000,4000000.000000000000000,6000000.000000000000000,4000000.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,66000000.000000000000000,256000000.000000000000000,338000000.000000000000000
4,22,2000000.000000000000000,1535000000.000000000000000,0.000000000000000,0.000000000000000,21000000.000000000000000,6000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,15000000.000000000000000,114000000.000000000000000
5,23,3000000.000000000000000,0.000000000000000,200000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9000000.000000000000000,42000000.000000000000000
6,24,228000000.000000000000000,0.000000000000000,0.000000000000000,77000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000
7,31,60000000.000000000000000,8000000.000000000000000,0.000000000000000,1000000.000000000000000,1505000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,4000000.000000000000000,2000000.000000000000000,4000000.000000000000000,1000000.000000000000000,0.000000000000000,5000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,28000000.000000000000000,4000000.000000000000000,49000000.000000000000000,88000000.000000000000000
8,32,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,328000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7000000.000000000000000,1000000.000000000000000,2000000.000000000000000,3000000.000000000000000
9,41,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,242000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
10,42,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,29000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
11,43,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,42000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
12,46,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,270000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,17000000.000000000000000
