OBJECTID,VALUE,VALUE_11,VALUE_12,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_32,VALUE_33,VALUE_41,VALUE_42,VALUE_43,VALUE_46,VALUE_51,VALUE_52,VALUE_53,VALUE_64,VALUE_65
1,21,1000000.000000000000000,2000000.000000000000000,3995000000.000000000000000,0.000000000000000,3000000.000000000000000,13000000.000000000000000,4000000.000000000000000,1000000.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,2000000.000000000000000,4000000.000000000000000,5000000.000000000000000,0.000000000000000,22000000.000000000000000,0.000000000000000,0.000000000000000
2,22,0.000000000000000,0.000000000000000,40000000.000000000000000,1322000000.000000000000000,0.000000000000000,6000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,1000000.000000000000000,0.000000000000000
3,23,0.000000000000000,0.000000000000000,9000000.000000000000000,0.000000000000000,3519000000.000000000000000,18000000.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,2000000.000000000000000,2000000.000000000000000,5000000.000000000000000,3000000.000000000000000,33000000.000000000000000,0.000000000000000,0.000000000000000
4,24,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,48000000.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4000000.000000000000000,0.000000000000000,0.000000000000000
5,31,0.000000000000000,0.000000000000000,23000000.000000000000000,0.000000000000000,1000000.000000000000000,6000000.000000000000000,714000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,2000000.000000000000000,2000000.000000000000000,1000000.000000000000000,1000000.000000000000000,1000000.000000000000000,7000000.000000000000000,0.000000000000000,0.000000000000000
6,32,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,188000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4000000.000000000000000,0.000000000000000,0.000000000000000
7,33,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,59000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
8,41,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,632000000.000000000000000,0.000000000000000,0.000000000000000,13000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
9,42,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,1382000000.000000000000000,5000000.000000000000000,16000000.000000000000000,8000000.000000000000000,0.000000000000000,7000000.000000000000000,1000000.000000000000000,0.000000000000000
10,43,1000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,693000000.000000000000000,29000000.000000000000000,5000000.000000000000000,0.000000000000000,12000000.000000000000000,9000000.000000000000000,0.000000000000000
