OBJECTID,VALUE,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_32,VALUE_33,VALUE_41,VALUE_42,VALUE_43,VALUE_45,VALUE_46,VALUE_51,VALUE_52,VALUE_53,VALUE_61,VALUE_63,VALUE_64,VALUE_65,VALUE_66,VALUE_111,VALUE_113,VALUE_121,VALUE_122,VALUE_123
1,11,4000000.000000000000000,1000000.000000000000000,1000000.000000000000000,4000000.000000000000000,0.000000000000000,2000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,25000000.000000000000000,205000000.000000000000000,0.000000000000000,3000000.000000000000000,233000000.000000000000000
2,12,93000000.000000000000000,29000000.000000000000000,69000000.000000000000000,93000000.000000000000000,3000000.000000000000000,57000000.000000000000000,21000000.000000000000000,3000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,41000000.000000000000000,86000000.000000000000000,11000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,131000000.000000000000000,840000000.000000000000000,1495000000.000000000000000,11597000000.000000000000000
3,21,4616000000.000000000000000,2000000.000000000000000,39000000.000000000000000,4000000.000000000000000,10000000.000000000000000,61000000.000000000000000,1000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11000000.000000000000000,3000000.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,23000000.000000000000000,10000000.000000000000000,136000000.000000000000000
4,22,35000000.000000000000000,749000000.000000000000000,12000000.000000000000000,1000000.000000000000000,2000000.000000000000000,10000000.000000000000000,1000000.000000000000000,1000000.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,11000000.000000000000000,1000000.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,5000000.000000000000000,21000000.000000000000000,63000000.000000000000000
5,23,69000000.000000000000000,3000000.000000000000000,4033000000.000000000000000,1000000.000000000000000,23000000.000000000000000,425000000.000000000000000,34000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,1000000.000000000000000,6000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,75000000.000000000000000,109000000.000000000000000,332000000.000000000000000
6,24,0.000000000000000,0.000000000000000,0.000000000000000,254000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,4000000.000000000000000
7,31,22000000.000000000000000,4000000.000000000000000,3000000.000000000000000,4000000.000000000000000,399000000.000000000000000,14000000.000000000000000,8000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,5000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,26000000.000000000000000,19000000.000000000000000,36000000.000000000000000
8,32,68000000.000000000000000,14000000.000000000000000,70000000.000000000000000,3000000.000000000000000,5000000.000000000000000,5366000000.000000000000000,39000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,3000000.000000000000000,4000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,91000000.000000000000000,39000000.000000000000000,278000000.000000000000000
9,33,6000000.000000000000000,3000000.000000000000000,1000000.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,1072000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,6000000.000000000000000
10,41,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,340000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000
