OBJECTID,VALUE,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_32,VALUE_33,VALUE_41,VALUE_42,VALUE_43,VALUE_45,VALUE_46,VALUE_51,VALUE_52,VALUE_53,VALUE_61,VALUE_63,VALUE_64,VALUE_65,VALUE_99,VALUE_111,VALUE_112,VALUE_113,VALUE_121,VALUE_122,VALUE_123
1,11,2000000.000000000000000,4000000.000000000000000,2000000.000000000000000,11000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8000000.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,1000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1562000000.000000000000000,216000000.000000000000000,1294000000.000000000000000,0.000000000000000,0.000000000000000,7000000.000000000000000
2,12,36000000.000000000000000,5000000.000000000000000,1000000.000000000000000,57000000.000000000000000,1000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,41000000.000000000000000,0.000000000000000,1000000.000000000000000,44000000.000000000000000,2000000.000000000000000,27000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,2000000.000000000000000,1000000.000000000000000,2430000000.000000000000000,963000000.000000000000000,2303000000.000000000000000
3,21,13044000000.000000000000000,2000000.000000000000000,7000000.000000000000000,96000000.000000000000000,13000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,14000000.000000000000000,0.000000000000000,0.000000000000000,9000000.000000000000000,0.000000000000000,5000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,0.000000000000000,0.000000000000000,6000000.000000000000000,4000000.000000000000000,3000000.000000000000000
4,22,1000000.000000000000000,2432000000.000000000000000,0.000000000000000,37000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,9000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,1000000.000000000000000,6000000.000000000000000,6000000.000000000000000,0.000000000000000
5,23,12000000.000000000000000,0.000000000000000,949000000.000000000000000,1000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000
6,24,60000000.000000000000000,19000000.000000000000000,0.000000000000000,4656000000.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,18000000.000000000000000,1000000.000000000000000,15000000.000000000000000,1000000.000000000000000,6000000.000000000000000
7,31,121000000.000000000000000,21000000.000000000000000,10000000.000000000000000,76000000.000000000000000,969000000.000000000000000,8000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,11000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,2000000.000000000000000,2000000.000000000000000,5000000.000000000000000,6000000.000000000000000
8,32,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,204000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000
9,33,5000000.000000000000000,0.000000000000000,10000000.000000000000000,6000000.000000000000000,0.000000000000000,0.000000000000000,8000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000
10,41,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,150000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000
11,42,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
12,43,4000000.000000000000000,1000000.000000000000000,1000000.000000000000000,4000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,585000000.000000000000000,0.000000000000000,16000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,5000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000
