OBJECTID,VALUE,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_32,VALUE_41,VALUE_42,VALUE_43,VALUE_46,VALUE_51,VALUE_52,VALUE_53,VALUE_64,VALUE_65,VALUE_66,VALUE_113,VALUE_121,VALUE_122,VALUE_123
1,11,0.000000000000000,0.000000000000000,1000000.000000000500000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,21000000.000000011000000,0.000000000000000,0.000000000000000,77000000.000000030000000,0.000000000000000,0.000000000000000,11000000.000000006000000
2,12,35000000.000000015000000,20000000.000000007000000,13000000.000000006000000,0.000000000000000,29000000.000000015000000,18000000.000000007000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,16000000.000000007000000,20000000.000000007000000,2000000.000000000900000,29000000.000000015000000,0.000000000000000,0.000000000000000,496000000.000000240000000,26000000.000000011000000,616000000.000000240000000,6598000000.000002900000000
3,21,67028000000.000031000000000,1721000000.000000700000000,559000000.000000240000000,267000000.000000120000000,356000000.000000180000000,34000000.000000015000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000001900000,18000000.000000007000000,1000000.000000000500000,13000000.000000006000000,3000000.000000001400000,0.000000000000000,5000000.000000001900000,87000000.000000045000000,778000000.000000360000000,807000000.000000360000000
4,22,21000000.000000011000000,11998000000.000006000000000,6000000.000000002800000,0.000000000000000,37000000.000000015000000,1000000.000000000500000,0.000000000000000,0.000000000000000,2000000.000000000900000,0.000000000000000,3000000.000000001400000,3000000.000000001400000,0.000000000000000,35000000.000000015000000,0.000000000000000,0.000000000000000,7000000.000000003700000,13000000.000000006000000,69000000.000000030000000,305000000.000000120000000
5,23,21000000.000000011000000,1000000.000000000500000,1321000000.000000700000000,0.000000000000000,2000000.000000000900000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,27000000.000000011000000
6,24,2700000000.000001400000000,1325000000.000000700000000,139000000.000000060000000,388000000.000000180000000,3000000.000000001400000,1000000.000000000500000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000500000,0.000000000000000
7,31,82000000.000000045000000,33000000.000000015000000,134000000.000000060000000,1000000.000000000500000,9342000000.000003800000000,4000000.000000001900000,7000000.000000003700000,6000000.000000002800000,11000000.000000006000000,10000000.000000004000000,13000000.000000006000000,20000000.000000007000000,1000000.000000000500000,45000000.000000022000000,0.000000000000000,0.000000000000000,67000000.000000030000000,19000000.000000007000000,216000000.000000090000000,1072000000.000000500000000
8,32,1000000.000000000500000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000500000,686000000.000000360000000,0.000000000000000,0.000000000000000,1000000.000000000500000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000500000,15000000.000000007000000,9000000.000000003700000
9,41,0.000000000000000,2000000.000000000900000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,635000000.000000240000000,0.000000000000000,0.000000000000000,9000000.000000003700000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
10,42,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,67000000.000000030000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
