OBJECTID,VALUE,VALUE_11,VALUE_12,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_32,VALUE_41,VALUE_42,VALUE_43,VALUE_46,VALUE_51,VALUE_52,VALUE_53,VALUE_64,VALUE_65
1,21,1000000.000000000000000,0.000000000000000,6604000000.000000000000000,1000000.000000000000000,18000000.000000000000000,69000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,1000000.000000000000000,10000000.000000000000000,5000000.000000000000000,50000000.000000000000000,0.000000000000000,1000000.000000000000000
2,22,0.000000000000000,0.000000000000000,0.000000000000000,697000000.000000000000000,0.000000000000000,7000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
3,23,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,2777000000.000000000000000,24000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,2000000.000000000000000,1000000.000000000000000,32000000.000000000000000,0.000000000000000,0.000000000000000
4,24,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,97000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000
5,31,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,129000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,34000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000
6,32,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,221000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
7,41,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,655000000.000000000000000,3000000.000000000000000,0.000000000000000,12000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,5000000.000000000000000,0.000000000000000
8,42,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,1865000000.000000000000000,12000000.000000000000000,305000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,23000000.000000000000000,0.000000000000000
9,43,4000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,928000000.000000000000000,13000000.000000000000000,2000000.000000000000000,3000000.000000000000000,3000000.000000000000000,5000000.000000000000000,0.000000000000000
10,46,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,71000000.000000000000000,27000000.000000000000000,764000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,6000000.000000000000000,0.000000000000000
