OBJECTID,VALUE,VALUE_21,VALUE_22,VALUE_23,VALUE_24,VALUE_31,VALUE_32,VALUE_33,VALUE_41,VALUE_42,VALUE_43,VALUE_46,VALUE_51,VALUE_52,VALUE_53,VALUE_61,VALUE_62,VALUE_63,VALUE_64,VALUE_65,VALUE_66,VALUE_113,VALUE_121,VALUE_122,VALUE_123
1,11,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,1000000.000000000000000,3000000.000000000000000,5000000.000000000000000,1000000.000000000000000,0.000000000000000,14000000.000000000000000,2000000.000000000000000,21000000.000000000000000,13000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,3828000000.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000
2,12,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,6000000.000000000000000,17000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,0.000000000000000,4000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,26000000.000000000000000,1000000.000000000000000,107000000.000000000000000,742000000.000000000000000
3,21,208000000.000000000000000,1000000.000000000000000,13000000.000000000000000,0.000000000000000,7000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
4,22,0.000000000000000,529000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,9000000.000000000000000,0.000000000000000,3000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,6000000.000000000000000
5,23,3000000.000000000000000,1000000.000000000000000,173000000.000000000000000,1000000.000000000000000,0.000000000000000,8000000.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
6,24,0.000000000000000,0.000000000000000,0.000000000000000,85000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,7000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
7,31,0.000000000000000,8000000.000000000000000,0.000000000000000,0.000000000000000,3744000000.000000000000000,150000000.000000000000000,42000000.000000000000000,0.000000000000000,1000000.000000000000000,9000000.000000000000000,1000000.000000000000000,0.000000000000000,3000000.000000000000000,1000000.000000000000000,25000000.000000000000000,0.000000000000000,19000000.000000000000000,2000000.000000000000000,0.000000000000000,1000000.000000000000000,18000000.000000000000000,0.000000000000000,0.000000000000000,18000000.000000000000000
8,32,3000000.000000000000000,25000000.000000000000000,5000000.000000000000000,1000000.000000000000000,107000000.000000000000000,7051000000.000000000000000,64000000.000000000000000,21000000.000000000000000,2000000.000000000000000,11000000.000000000000000,12000000.000000000000000,3000000.000000000000000,0.000000000000000,3000000.000000000000000,57000000.000000000000000,1000000.000000000000000,6000000.000000000000000,1000000.000000000000000,1000000.000000000000000,0.000000000000000,75000000.000000000000000,0.000000000000000,0.000000000000000,34000000.000000000000000
9,33,4000000.000000000000000,11000000.000000000000000,8000000.000000000000000,2000000.000000000000000,51000000.000000000000000,157000000.000000000000000,3687000000.000000000000000,9000000.000000000000000,2000000.000000000000000,8000000.000000000000000,13000000.000000000000000,3000000.000000000000000,18000000.000000000000000,15000000.000000000000000,140000000.000000000000000,37000000.000000000000000,36000000.000000000000000,7000000.000000000000000,24000000.000000000000000,46000000.000000000000000,239000000.000000000000000,0.000000000000000,24000000.000000000000000,124000000.000000000000000
10,41,2000000.000000000000000,4000000.000000000000000,0.000000000000000,1000000.000000000000000,14000000.000000000000000,30000000.000000000000000,8000000.000000000000000,123000000.000000000000000,0.000000000000000,0.000000000000000,54000000.000000000000000,0.000000000000000,3000000.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,87000000.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000
11,42,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,8000000.000000000000000,5000000.000000000000000,0.000000000000000,0.000000000000000,49000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,10000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
12,43,0.000000000000000,0.000000000000000,1000000.000000000000000,2000000.000000000000000,5000000.000000000000000,8000000.000000000000000,5000000.000000000000000,0.000000000000000,3000000.000000000000000,90000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,2000000.000000000000000,1000000.000000000000000,4000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,22000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000
13,46,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,10000000.000000000000000,1000000.000000000000000,52000000.000000000000000,1000000.000000000000000,0.000000000000000,444000000.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,42000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000
14,51,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,71000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
15,52,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,429000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000
16,53,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,55000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
17,61,1000000.000000000000000,3000000.000000000000000,1000000.000000000000000,0.000000000000000,4000000.000000000000000,15000000.000000000000000,29000000.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,3013000000.000000000000000,0.000000000000000,4000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,180000000.000000000000000,0.000000000000000,0.000000000000000,31000000.000000000000000
18,62,1000000.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,0.000000000000000,1000000.000000000000000,13000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,1000000.000000000000000,7000000.000000000000000,4000000.000000000000000,1997000000.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,38000000.000000000000000
19,63,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,5000000.000000000000000,10000000.000000000000000,7000000.000000000000000,0.000000000000000,5000000.000000000000000,12000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,514000000.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,36000000.000000000000000,0.000000000000000,0.000000000000000,3000000.000000000000000
20,64,0.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,6000000.000000000000000,1000000.000000000000000,3000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,1000000.000000000000000,66000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
21,65,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,29000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
22,66,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,2000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,1072000000.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000,0.000000000000000
